$ /home/sdinh/sandbox/OptiUNO/external/uno/bin/uno_ampl /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl constraint_relaxation_strategy=feasibility_restoration inequality_handling_method=interior_point hessian_model=exact inertia_correction_strategy=none globalization_mechanism=TR globalization_strategy=fletcher_filter_method time_limit=20.0

Automatically picked the filtersqp preset
Original model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl
7 variables, 7 constraints (0 equality, 7 inequality)
Problem type: NLP
Reformulated model /home/sdinh/sandbox/OptiUNO/problems/HS_model/hs21mod.nl -> no fixed bounds -> equality constrained -> bounds relaxed
14 variables, 7 constraints (7 equality, 0 inequality)

Non-default options:
QP_solver = BQPD

──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
  Iterations
 Major  Minor  Penalty   Barrier   Barrier   Radius    Phase ||Step||  Objective  Infeas    Statio    Compl     Status        
──────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────────
 0      -      -         -         -         1.00e+01  OPT   -         -9.899e+01 2.42e+01  3.00e+00  7.00e+01  initial point 
 1      1      -         1.00e-01  -         1.00e+01  OPT   3.07e+00  -9.155e+01 7.31e-01  4.30e+01  2.65e-11  ✔ (h-type)    
 185    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.836e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 186    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.924e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 187    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.013e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 188    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.103e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 189    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.194e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 190    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.286e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 191    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.379e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 192    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.473e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 193    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.568e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 194    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.664e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 195    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.762e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 196    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.860e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 197    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  4.959e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 198    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.059e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 199    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.160e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 200    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.262e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 201    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.365e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 202    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.469e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 203    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.574e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 204    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.680e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 205    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.787e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 206    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  5.895e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 207    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.005e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 208    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.115e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 209    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.226e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 210    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.338e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 211    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.451e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 212    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.565e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 213    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.680e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 214    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.796e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 215    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  6.913e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 216    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.031e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 217    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.150e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 218    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.270e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 219    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.392e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 220    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.514e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 221    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.637e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 222    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.761e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 223    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  7.886e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 224    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.012e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 225    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.139e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 226    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.267e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 227    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.396e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 228    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.526e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 229    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.657e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 230    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.789e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 231    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  8.923e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 232    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  9.057e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 233    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  9.192e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 234    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  9.328e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 235    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  9.465e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 236    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  9.603e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 237    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  9.742e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 238    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  9.882e+63  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 239    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.002e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 240    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.017e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 241    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.031e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 242    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.045e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 243    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.060e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 244    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.074e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 245    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.089e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 246    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.104e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 247    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.119e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 248    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.134e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 249    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.149e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 250    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.164e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 251    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.179e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 252    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.195e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 253    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.210e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 254    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.226e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 255    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.242e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 256    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.257e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 257    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.273e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 258    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.289e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 259    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.305e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 260    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.322e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 261    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.338e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 262    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.354e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 263    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.371e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 264    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.388e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 265    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.404e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 266    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.421e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 267    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.438e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 268    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.455e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 269    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.472e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 270    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.489e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 271    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.507e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 272    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.524e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 273    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.542e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 274    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.559e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 275    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.577e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 276    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.595e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 277    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.613e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 278    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.631e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 279    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.649e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 280    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.667e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 281    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.685e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 282    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.704e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 283    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.722e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 284    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.741e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 285    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.759e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 286    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.778e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 287    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.797e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 288    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.816e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 289    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.835e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 290    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.854e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 291    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.874e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 292    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.893e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 293    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.913e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 294    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.932e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 295    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.952e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 296    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.972e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 297    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  1.992e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 298    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.012e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 299    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.032e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 300    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.052e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 301    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.072e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 302    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.093e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 303    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.113e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 304    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.134e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 305    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.155e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 306    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.175e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 307    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.196e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 308    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.217e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 309    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.238e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 310    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.260e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 311    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.281e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 312    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.302e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 313    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.324e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 314    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.345e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 315    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.367e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 316    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.389e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 317    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.411e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 318    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.433e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 319    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.455e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 320    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.477e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 321    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.500e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 322    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.522e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 323    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.544e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 324    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.567e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 325    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.590e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 326    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.613e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 327    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.635e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 328    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.658e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 329    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.682e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 330    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.705e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 331    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.728e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 332    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.752e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 333    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.775e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 334    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.799e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 335    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.822e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 336    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.846e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 337    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.870e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 338    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.894e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 339    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.918e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 340    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.942e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 341    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.967e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 342    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  2.991e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 343    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.016e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 344    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.040e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 345    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.065e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 346    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.090e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 347    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.115e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
 348    1      -         1.00e-01  -         1.58e+30  OPT   1.00e+30  3.140e+64  2.00e+00  nan       2.45e-11  ✔ (h-type)    
