number,name,classification,N,M,Nnl,Mnl,Nz,Fbest_raw,Fbest,feasible,in_uno_429_subset,mod_file_available,gms_file_available,dag_file_available,res_file_available,nl_file_available,nl_conversion_status,other_files,detail_page
2599,pfit3ls,SUR2-AN,3,0,3,0,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pfit3ls.htm
2600,pfit4,NOR2-AN,3,0,3,0,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pfit4.htm
2601,pfit4ls,SUR2-AN,3,0,3,0,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pfit4ls.htm
2602,polak1,LOR2-AN,3,2,2,2,7,2.7183000,2.7183,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/polak1.htm
2603,polak2,LOR2-AN,11,2,10,2,23,54.5981000,54.5981,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/polak2.htm
2604,polak3,LOR2-AN,12,10,11,10,121,5.9330000,5.933,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/polak3.htm
2605,polak4,LQR2-AN,3,3,2,3,10,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/polak4.htm
2606,polak5,LOR2-AN,3,2,2,2,7,50.0000000,50.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/polak5.htm
2607,polak6,LOR2-AN,5,4,4,4,21,-44.0000000,-44.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/polak6.htm
2608,porous1,NOR2-MN,5184,4900,4900,4900,24220,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/porous1.htm
2609,porous2,NOR2-MN,5184,4900,4900,4900,24220,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/porous2.htm
2610,portfl1,SLR2-MN,12,1,12,0,24,0.0205000,0.0205,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/portfl1.htm
2611,portfl2,SLR2-MN,12,1,12,0,24,0.0297000,0.0297,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/portfl2.htm
2612,portfl3,SLR2-MN,12,1,12,0,24,0.0327000,0.0327,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/portfl3.htm
2613,portfl4,SLR2-MN,12,1,12,0,24,0.0263000,0.0263,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/portfl4.htm
2614,portfl6,SLR2-MN,12,1,12,0,24,0.0258000,0.0258,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/portfl6.htm
2615,powell20,QLR2-AN,1000,1000,1000,0,3000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/powell20.htm
2616,powellbs,NOR2-AN,2,2,2,2,4,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/powellbs.htm
2617,powellsq,NOR2-AN,2,2,2,2,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/powellsq.htm
2618,power,OUR2-AN,1000,0,1000,0,1000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/power.htm
2619,probpenl,OBR2-AN,500,0,500,0,500,-374026.4045000,-374026.4045,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/probpenl.htm
2620,prodpl0,LQR2-RY,60,29,10,4,152,60.9192000,60.9192,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/prodpl0.htm
2621,prodpl1,LQR2-RY,60,29,10,4,152,53.0370000,53.037,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/prodpl1.htm
2622,pspdoc,SBR2-AY,4,1,4,0,4,2.4142000,2.4142,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pspdoc.htm
2623,pt,LLR2-AN,2,501,0,0,1003,0.1784000,0.1784,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/pt.htm
2624,qpcboei1,QLR2-MN,384,348,372,0,2662,14433867.2876000,14433867.2876,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qpcboei1.htm
2625,qpcboei2,QLR2-MN,143,140,143,0,944,8293665.5077000,8293665.5077,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qpcboei2.htm
2626,qpcstair,QLR2-MN,467,356,385,0,4051,6204392.9810000,6204392.981,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qpcstair.htm
2627,qpnboei1,QLR2-MN,384,348,372,0,2662,8459472.5390000,8459472.539,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qpnboei1.htm
2628,qpnboei2,QLR2-MN,143,140,143,0,944,1271825.8729000,1271825.8729,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qpnboei2.htm
2629,qpnstair,QLR2-MN,467,356,385,0,4051,5146034.5181000,5146034.5181,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qpnstair.htm
2630,qr3d,NQR2-AN,155,0,155,0,155,0.0000000,0.0,True,False,True,False,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qr3d.htm
2631,qr3dbd,NQR2-AN,127,0,127,0,127,0.0358000,0.0358,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qr3dbd.htm
2632,qr3dls,SBR2-AN,155,0,155,0,155,0.0000000,0.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qr3dls.htm
2633,qrtquad,OBR2-MN,120,10,120,0,120,-3648088.3640000,-3648088.364,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qrtquad.htm
2634,quartc,OUR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/quartc.htm
2635,qudlin,QBR2-AN,12,0,7,0,12,-7200.0000000,-7200.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/qudlin.htm
2636,reading1,OOR2-MN,10002,5000,10000,5000,30000,,,,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/reading1.htm
2637,reading2,LLR2-MN,15003,10002,0,0,49998,,,,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/reading2.htm
2638,reading3,OOR2-MN,202,102,202,101,806,0.0000000,0.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/reading3.htm
2639,recipe,NOR2-AY,3,3,0,0,0,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/recipe.htm
2640,res,NOR2-MN,18,14,0,0,17,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/res.htm
2641,rk23,LOR2-RN,17,11,7,7,49,0.0833000,0.0833,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/rk23.htm
2642,robot,QOR2-RY,14,9,7,2,21,5.4628000,5.4628,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/robot.htm
2643,rosenbr,SUR2-AN,2,0,2,0,2,0.0000000,0.0,True,True,True,True,True,True,True,skipped,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/rosenbr.htm
2644,rosenmmx,LQR2-AN,5,4,4,4,21,-44.0000000,-44.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/rosenmmx.htm
2645,s332,QOR2-AN,2,102,2,100,202,,,,False,True,False,True,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/s332.htm
2646,s365mod,QOR2-AY,9,11,7,5,24,52.1399000,52.1399,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/s365mod.htm
2647,s368,OBR2-MN,100,0,100,0,100,-156.1875000,-156.1875,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/s368.htm
2648,sawpath,QOR2-AN,593,786,586,196,2928,(181.5730000),181.573,False,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sawpath.htm
2649,scon1dls,SBR2-AN,1002,0,1000,0,1000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/scon1dls.htm
2650,scosine,OUR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/scosine.htm
2651,scurly10,SUR2-AN,20000,10000,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/scurly10.htm
2652,scurly20,SUR2-AN,20000,10000,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/scurly20.htm
2653,scurly30,SUR2-AN,20000,10000,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/scurly30.htm
2654,semicon1,NOR2-AN,1002,1000,1000,1000,2998,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/semicon1.htm
2655,semicon2,NOR2-AN,1002,1000,1000,1000,2998,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/semicon2.htm
2656,sensors,SUR2-AN,1000,0,1000,0,1000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sensors.htm
2657,sim2bqp,QBR2-AN,2,0,2,0,2,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sim2bqp.htm
2658,simbqp,QBR2-AN,2,1,2,0,2,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/simbqp.htm
2659,simpllpa,LLR2-AN,2,2,0,0,6,1.0000000,1.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/simpllpa.htm
2660,simpllpb,LLR2-AN,2,3,0,0,8,1.1000000,1.1,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/simpllpb.htm
2661,sineali,OBR2-AN,20,0,20,0,20,-1900.9990000,-1900.999,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sineali.htm
2662,sineval,SUR2-AN,2,0,2,0,2,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sineval.htm
2663,sinquad,OUR2-AY,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sinquad.htm
2664,sinrosnb,OQR2-AN,1000,1000,1000,999,2998,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sinrosnb.htm
2665,sipow1,LLR2-AN,2,10000,0,0,20001,-1.0000000,-1.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sipow1.htm
2666,sipow1m,LLR2-AN,2,10000,0,0,20001,-1.0000000,-1.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sipow1m.htm
2667,sipow2,LLR2-AN,2,5001,0,0,10001,-1.0000000,-1.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sipow2.htm
2668,sipow2m,LLR2-AN,2,5001,0,0,10001,-1.0000000,-1.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sipow2m.htm
2669,sipow3,LLR2-AN,4,10000,0,0,29991,0.5357000,0.5357,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sipow3.htm
2670,sipow4,LLR2-AN,4,10000,0,0,35001,0.2728000,0.2728,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sipow4.htm
2671,sisser,OUR2-AN,2,0,2,0,2,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sisser.htm
2672,smbank,ONR2-MN,117,64,85,0,319,-7129292.0000000,-7129292.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/smbank.htm
2673,smmpsf,LQR2-AY,720,263,23,11,1693,1046985.6373000,1046985.6373,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/smmpsf.htm
2674,snake,LOR2-AN,2,2,1,2,5,-0.0085000,-0.0085,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/snake.htm
2675,sosqp1,QLR2-AN,20000,10001,0,0,0,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sosqp1.htm
2676,sosqp2,QLR2-AN,20000,10001,20000,0,60000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sosqp2.htm
2677,spanhyd,ONR2-RN,97,33,42,0,186,26763760000000.0000000,26763760000000.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/spanhyd.htm
2678,spiral,LOR2-AN,3,2,2,2,7,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/spiral.htm
2679,sreadin3,OOR2-MN,15003,10002,9998,5000,29998,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sreadin3.htm
2680,srosenbr,SUR2-AN,10000,0,10000,0,10000,,,,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/srosenbr.htm
2681,sseblin,LLR2-MN,194,72,0,0,454,16170600.0000000,16170600.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/sseblin.htm
2682,ssebnln,LQR2-RN,194,96,48,24,502,16170600.0000000,16170600.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ssebnln.htm
2683,ssnlbeam,OOR2-MN,33,20,22,10,100,337.7724000,337.7724,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ssnlbeam.htm
2684,stancmin,OLI2-AY,3,2,3,0,9,4.2500000,4.25,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/stancmin.htm
2685,static3,QLR2-RN,434,96,290,0,786,-5.00E+050,-5e+50,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/static3.htm
2686,steenbra,QNR2-AY,432,108,432,0,1296,16957.6747000,16957.6747,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/steenbra.htm
2687,steenbrb,ONR2-AY,468,108,468,0,1332,9075.8554000,9075.8554,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/steenbrb.htm
2688,steenbrc,ONR2-MY,540,126,108,0,1116,18274.7169000,18274.7169,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/steenbrc.htm
2689,steenbrd,ONR2-MY,468,108,468,0,1332,9030.0828000,9030.0828,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/steenbrd.htm
2690,steenbre,ONR2-MY,540,126,540,0,1548,27459.1600000,27459.16,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/steenbre.htm
2691,steenbrf,ONR2-MY,468,108,108,0,972,282.6796000,282.6796,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/steenbrf.htm
2692,steenbrg,ONR2-MY,540,126,540,0,1548,27420.9300000,27420.93,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/steenbrg.htm
2693,supersim,LLR2-AN,2,2,0,0,5,0.6667000,0.6667,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/supersim.htm
2694,svanberg,OOR2-MN,5000,5000,5000,5000,47504,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/svanberg.htm
2695,swopf,LQR2-RN,83,92,69,49,370,0.0679000,0.0679,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/swopf.htm
2696,synthes1,OOR2-AN,6,6,2,2,22,0.7593000,0.7593,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/synthes1.htm
2697,tame,QLR2-AN,2,1,2,0,4,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/tame.htm
2698,tfi2,LLR2-AN,3,10001,0,0,30003,0.6491000,0.6491,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/tfi2.htm
2699,tointqor,OUR2-MN,50,0,50,0,50,1175.4700000,1175.47,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/tointqor.htm
2700,trainf,QQR2-MN,20008,10002,10000,5001,60000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/trainf.htm
2701,trainh,QOR2-MN,20008,10002,15000,5001,70000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/trainh.htm
2702,tridia,QUR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/tridia.htm
2703,trimloss,LOR2-AN,142,75,20,4,1000,9.0600000,9.06,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/trimloss.htm
2704,try-b,QQR2-AN,2,1,2,1,3,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/try-b.htm
2705,twirism1,LOI2-RN,343,313,342,258,4086,-1.0080000,-1.008,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/twirism1.htm
2706,twobars,OOR2-MN,2,2,2,2,6,1.5087000,1.5087,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/twobars.htm
2707,ubh1,QLR2-MN,18009,12000,6003,0,53985,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ubh1.htm
2708,ubh5,LQR2-MN,20010,14000,6003,2000,63982,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/ubh5.htm
2709,vanderm1,NOR2-AN,100,199,100,99,10198,(0.0000000),0.0,False,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/vanderm1.htm
2710,vanderm2,NOR2-AN,100,199,100,100,10198,(0.0000000),0.0,False,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/vanderm2.htm
2711,vanderm3,NOR2-AN,100,199,100,100,10198,(0.0000000),0.0,False,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/vanderm3.htm
2712,vanderm4,NOR2-AN,9,17,9,9,97,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/vanderm4.htm
2713,vardim,OUR2-AN,100,0,100,0,100,0.0000000,0.0,True,False,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/vardim.htm
2714,watson,SUR2-AN,31,0,31,0,31,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/watson.htm
2715,weeds,SBR2-RN,15,12,3,0,3,2.5872000,2.5872,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/weeds.htm
2716,womflet,LOR2-AN,3,3,2,3,10,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/womflet.htm
2717,woods,SUR2-AN,10000,0,10000,0,10000,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/woods.htm
2718,yao,QLR2-AN,2002,2003,2000,0,7996,,,,False,True,False,False,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/yao.htm
2719,yfit,SBR2-MN,3,0,3,0,3,,,,True,True,False,True,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/yfit.htm
2720,yfitu,SUR2-MN,3,0,3,0,3,,,,True,True,False,True,False,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/yfitu.htm
2721,zangwil2,QUR2-AN,2,0,2,0,2,-18.2000000,-18.2,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/zangwil2.htm
2722,zangwil3,NLR2-AN,3,3,0,0,9,0.0000000,0.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/zangwil3.htm
2723,zecevic2,QLR2-AN,2,4,1,0,6,-4.1250000,-4.125,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/zecevic2.htm
2724,zecevic3,QQR2-AN,2,4,2,2,6,97.3094000,97.3094,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/zecevic3.htm
2725,zecevic4,QQR2-AN,2,4,2,1,6,7.5575000,7.5575,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/zecevic4.htm
2726,zigzag,SOR2-AN,64,50,10,10,142,1.8000000,1.8,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/zigzag.htm
2727,zy2,OQR2-AN,3,2,3,1,6,2.0000000,2.0,True,True,True,True,True,True,True,converted,,https://arnold-neumaier.at/glopt/coconut/Benchmark/Library2/zy2.htm
